1 1.033633e+01
2 5.256316e+00
4 2.716893e+00
8 1.478107e+00
16 8.514352e-01
32 5.166481e-01
64 3.617432e-01
128 2.819300e-01
256 3.484150e-01
512 3.618785e-01
