1 1.048868e+01
2 1.052384e+01
4 1.103993e+01
8 1.208584e+01
16 1.353736e+01
32 1.630066e+01
64 2.268363e+01
128 3.849360e+01
256 6.972878e+01
512 1.525317e+02
